releasedate_nfp,actual_nfp,forecast_nfp,surp_nfp,releasedate_unemp,actual_unemp,forecast_unemp,surp_unemp,releasedate_corecpi,actual_corecpi,forecast_corecpi,surp_corecpi,releasedate_gdp,actual_gdp,forecast_gdp,surp_gdp,releasedate_retsailes,actual_retsailes,forecast_retsailes,surp_retsailes,releasedate_ism_pmi,actual_ism_pmi,forecast_ism_pmi,surp_ism_pmi,releasedate_dgorders,actual_dgorders,forecast_dgorders,surp_dgorders,releasedate_newhomesales,actual_newhomesales,forecast_newhomesales,surp_newhomesales,releasedate_consconfid,actual_consconfid,forecast_consconfid,surp_consconfid,releasedate_avghourlyearnmings,actual_avghourlyearnmings,forecast_avghourlyearnmings,surp_avghourlyearnmings,releasedate_cpi,actual_cpi,forecast_cpi,surp_cpi,releasedate_tradebal,actual_tradebal,forecast_tradebal,surp_tradebal,releasedate_indprod,actual_indprod,forecast_indprod,surp_indprod
06.09.2024,142,,-18,06.09.2024,4.2,4.2,0,11.09.2024,0.280990491,0.2,0.1,,,,,,,,,01.10.2024,NA,NA,-0.3,,,,,,,,,,,,,,,,,11.09.2024,0.18722052,0.2,0,04.09.2024,-78.791,-79,0.2,17.09.2024,0.8,0.2,0.6
04.10.2024,254,,114,04.10.2024,4.1,4.2,-0.1,10.10.2024,0.312414,0.2,0.1,,,,,,,,,01.11.2024,NA,NA,-1.1,,,,,,,,,,,,,,,,,10.10.2024,0.17986699,0.1,0.1,08.10.2024,-70.431,-70.6,0.2,17.10.2024,-0.3,-0.2,-0.1
01.11.2024,12,,-101,01.11.2024,4.1,4.1,0,13.11.2024,0.280265738,0.3,0,,,,,,,,,02.12.2024,NA,NA,0.9,,,,,,,,,,,,,,,,,13.11.2024,0.2440528,0.2,0,05.11.2024,-84.359,-84.1,-0.3,15.11.2024,-0.3,-0.3,0
06.12.2024,227,,27,06.12.2024,4.2,4.2,0,11.12.2024,0.30808354,0.3,0,,,,,,,,,03.01.2025,NA,NA,0.9,,,,,,,,,,,,,,,,,11.12.2024,0.31288239,0.3,0,05.12.2024,-73.836,-75,1.2,17.12.2024,-0.1,0.3,-0.4
10.01.2025,256,,96,10.01.2025,4.1,4.2,-0.1,15.01.2025,0.225006741,0.2,0,,,,,,,,,03.02.2025,NA,NA,1.1,,,,,,,,,,,,,,,,,15.01.2025,0.39312226,0.3,0.1,07.01.2025,-78.193,-78,-0.2,17.01.2025,0.9,0.3,0.6
07.02.2025,143,,-27,07.02.2025,4,4.1,-0.1,12.02.2025,0.419317033,0.3,0.1,,,,,,,,,03.03.2025,NA,NA,-0.5,,,,,,,,,,,,,,,,,12.02.2025,0.46693514,0.3,0.2,05.02.2025,-98.431,-96.6,-1.8,14.02.2025,0.5,0.3,0.2
07.03.2025,151,,-9,07.03.2025,4.1,4,0.1,12.03.2025,0.226643551,0.3,-0.1,,,,,,,,,01.04.2025,NA,NA,-0.5,,,,,,,,,,,,,,,,,12.03.2025,0.21592925,0.3,-0.1,06.03.2025,-131.382,-127.4,-4,18.03.2025,0.7,0.2,0.5
04.04.2025,228,,93,04.04.2025,4.2,4.1,0.1,10.04.2025,0.05653276,0.3,-0.2,,,,,,,,,01.05.2025,NA,NA,0.7,,,,,,,,,,,,,,,,,10.04.2025,-0.0500352,0.1,-0.2,03.04.2025,-122.662,-123.5,0.8,16.04.2025,-0.3,-0.2,-0.1
02.05.2025,177,,47,02.05.2025,4.2,4.2,0,13.05.2025,0.236750712,0.3,-0.1,,,,,,,,,02.06.2025,NA,NA,-1,,,,,,,,,,,,,,,,,13.05.2025,0.22089076,0.3,-0.1,06.05.2025,-140.498,-137,-3.5,15.05.2025,0,0.2,-0.2
06.06.2025,139,,9,06.06.2025,4.2,4.2,0,11.06.2025,0.129890022,0.3,-0.2,,,,,,,,,01.07.2025,NA,NA,0.2,,,,,,,,,,,,,,,,,11.06.2025,0.08085639,0.2,-0.1,05.06.2025,-61.617,-70,8.4,17.06.2025,-0.2,0.1,-0.3
03.07.2025,147,,37,03.07.2025,4.1,4.3,-0.2,15.07.2025,0.22823646,0.3,-0.1,,,,,,,,,01.08.2025,NA,NA,-1.5,,,,,,,,,,,,,,,,,15.07.2025,0.28697985,0.3,0,03.07.2025,-71.517,-71,-0.5,16.07.2025,0.3,0.1,0.2
01.08.2025,73,,-37,01.08.2025,4.2,4.2,0,12.08.2025,0.322344322,0.3,0,,,,,,,,,02.09.2025,NA,NA,-0.3,,,,,,,,,,,,,,,,,12.08.2025,0.19657854,0.2,0,05.08.2025,-60.177,-61.3,1.1,15.08.2025,-0.1,0,-0.1
05.09.2025,22,,-53,05.09.2025,4.3,4.3,0,11.09.2025,0.345954433,0.3,0,,,,,,,,,01.10.2025,NA,NA,0.1,,,,,,,,,,,,,,,,,11.09.2025,0.38245191,0.3,0.1,04.09.2025,-78.311,-75.7,-2.6,16.09.2025,0.1,-0.1,0.2
20.11.2025,119,,69,20.11.2025,4.4,4.3,0.1,24.10.2025,0.227112158,0.3,-0.1,,,,,,,,,03.11.2025,NA,NA,-0.8,,,,,,,,,,,,,,,,,24.10.2025,0.31048602,0.4,-0.1,19.11.2025,-59.55,-61,1.5,03.12.2025,0.1,0,0.1
16.12.2025,-105,,-90,,,4.4,-4.4,,-100,0.3,-100.3,,,,,,,,,01.12.2025,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,11.12.2025,-52.828,-65.5,12.7,23.12.2025,-0.1,0.1,-0.2
16.12.2025,64,,14,,,4.4,-4.4,,#DIV/0!,0.3,#DIV/0!,,,,,,,,,05.01.2026,NA,NA,-0.5,,,,,,,,,,,,,,,,,,,,,23.12.2025,0.000174677,-58.9,58.9,23.12.2025,0.2,0.1,0.1
,,,,,,4.5,-4.5,,0.239225778,0.3,-0.1,,,,,,,,,02.02.2026,NA,NA,4.1,,,,,,,,,,,,,,,,,,,,,,0,-40.5,40.5,,,0.1,-0.1
,,,,,,4.4,-4.4,,0.281142651,0.3,0,,,,,,,,,02.03.2026,NA,NA,0.6,,,,,,,,,,,,,,,,,,,,,,0,-55.5,55.5,,,0.4,-0.4
,,,,,,4.3,-4.3,,0.216050217,0.2,0,,,,,,,,,01.04.2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,0,-66.6,66.6,,,0.1,-0.1
,,,,,,4.4,-4.4,,0.195795054,0.3,-0.1,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,0,,,,,,,,0,-61,61,,,NA,#VALUE!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,#VALUE!,,,,0
